Season,BBRef_Team_Name,NBA_Current_Link_ID
2019,Oklahoma City Thunder,1610612760
2018,Oklahoma City Thunder,1610612760
2017,Oklahoma City Thunder,1610612760
2016,Oklahoma City Thunder,1610612760
2015,Oklahoma City Thunder,1610612760
2014,Oklahoma City Thunder,1610612760
2013,Oklahoma City Thunder,1610612760
2012,Oklahoma City Thunder,1610612760
2011,Oklahoma City Thunder,1610612760
2010,Oklahoma City Thunder,1610612760
2009,Oklahoma City Thunder,1610612760
2008,Oklahoma City Thunder,1610612760
2007,Seattle SuperSonics,1610612760
2006,Seattle SuperSonics,1610612760
2005,Seattle SuperSonics,1610612760
2004,Seattle SuperSonics,1610612760
2003,Seattle SuperSonics,1610612760
2002,Seattle SuperSonics,1610612760
2001,Seattle SuperSonics,1610612760
2000,Seattle SuperSonics,1610612760
1999,Seattle SuperSonics,1610612760
1998,Seattle SuperSonics,1610612760
1997,Seattle SuperSonics,1610612760
1996,Seattle SuperSonics,1610612760
1995,Seattle SuperSonics,1610612760
1994,Seattle SuperSonics,1610612760
1993,Seattle SuperSonics,1610612760
1992,Seattle SuperSonics,1610612760
1991,Seattle SuperSonics,1610612760
1990,Seattle SuperSonics,1610612760
1989,Seattle SuperSonics,1610612760
1988,Seattle SuperSonics,1610612760
1987,Seattle SuperSonics,1610612760
1986,Seattle SuperSonics,1610612760
1985,Seattle SuperSonics,1610612760
1984,Seattle SuperSonics,1610612760
1983,Seattle SuperSonics,1610612760
1982,Seattle SuperSonics,1610612760
1981,Seattle SuperSonics,1610612760
1980,Seattle SuperSonics,1610612760
1979,Seattle SuperSonics,1610612760
1978,Seattle SuperSonics,1610612760
1977,Seattle SuperSonics,1610612760
1976,Seattle SuperSonics,1610612760
1975,Seattle SuperSonics,1610612760
1974,Seattle SuperSonics,1610612760
1973,Seattle SuperSonics,1610612760
1972,Seattle SuperSonics,1610612760
1971,Seattle SuperSonics,1610612760
1970,Seattle SuperSonics,1610612760
1969,Seattle SuperSonics,1610612760
1968,Seattle SuperSonics,1610612760
1967,Seattle SuperSonics,1610612760
2019,Orlando Magic,1610612753
2018,Orlando Magic,1610612753
2017,Orlando Magic,1610612753
2016,Orlando Magic,1610612753
2015,Orlando Magic,1610612753
2014,Orlando Magic,1610612753
2013,Orlando Magic,1610612753
2012,Orlando Magic,1610612753
2011,Orlando Magic,1610612753
2010,Orlando Magic,1610612753
2009,Orlando Magic,1610612753
2008,Orlando Magic,1610612753
2007,Orlando Magic,1610612753
2006,Orlando Magic,1610612753
2005,Orlando Magic,1610612753
2004,Orlando Magic,1610612753
2003,Orlando Magic,1610612753
2002,Orlando Magic,1610612753
2001,Orlando Magic,1610612753
2000,Orlando Magic,1610612753
1999,Orlando Magic,1610612753
1998,Orlando Magic,1610612753
1997,Orlando Magic,1610612753
1996,Orlando Magic,1610612753
1995,Orlando Magic,1610612753
1994,Orlando Magic,1610612753
1993,Orlando Magic,1610612753
1992,Orlando Magic,1610612753
1991,Orlando Magic,1610612753
1990,Orlando Magic,1610612753
1989,Orlando Magic,1610612753
2019,Philadelphia 76ers,1610612755
2018,Philadelphia 76ers,1610612755
2017,Philadelphia 76ers,1610612755
2016,Philadelphia 76ers,1610612755
2015,Philadelphia 76ers,1610612755
2014,Philadelphia 76ers,1610612755
2013,Philadelphia 76ers,1610612755
2012,Philadelphia 76ers,1610612755
2011,Philadelphia 76ers,1610612755
2010,Philadelphia 76ers,1610612755
2009,Philadelphia 76ers,1610612755
2008,Philadelphia 76ers,1610612755
2007,Philadelphia 76ers,1610612755
2006,Philadelphia 76ers,1610612755
2005,Philadelphia 76ers,1610612755
2004,Philadelphia 76ers,1610612755
2003,Philadelphia 76ers,1610612755
2002,Philadelphia 76ers,1610612755
2001,Philadelphia 76ers,1610612755
2000,Philadelphia 76ers,1610612755
1999,Philadelphia 76ers,1610612755
1998,Philadelphia 76ers,1610612755
1997,Philadelphia 76ers,1610612755
1996,Philadelphia 76ers,1610612755
1995,Philadelphia 76ers,1610612755
1994,Philadelphia 76ers,1610612755
1993,Philadelphia 76ers,1610612755
1992,Philadelphia 76ers,1610612755
1991,Philadelphia 76ers,1610612755
1990,Philadelphia 76ers,1610612755
1989,Philadelphia 76ers,1610612755
1988,Philadelphia 76ers,1610612755
1987,Philadelphia 76ers,1610612755
1986,Philadelphia 76ers,1610612755
1985,Philadelphia 76ers,1610612755
1984,Philadelphia 76ers,1610612755
1983,Philadelphia 76ers,1610612755
1982,Philadelphia 76ers,1610612755
1981,Philadelphia 76ers,1610612755
1980,Philadelphia 76ers,1610612755
1979,Philadelphia 76ers,1610612755
1978,Philadelphia 76ers,1610612755
1977,Philadelphia 76ers,1610612755
1976,Philadelphia 76ers,1610612755
1975,Philadelphia 76ers,1610612755
1974,Philadelphia 76ers,1610612755
1973,Philadelphia 76ers,1610612755
1972,Philadelphia 76ers,1610612755
1971,Philadelphia 76ers,1610612755
1970,Philadelphia 76ers,1610612755
1969,Philadelphia 76ers,1610612755
1968,Philadelphia 76ers,1610612755
1967,Philadelphia 76ers,1610612755
1966,Philadelphia 76ers,1610612755
1965,Philadelphia 76ers,1610612755
1964,Philadelphia 76ers,1610612755
1963,Philadelphia 76ers,1610612755
1962,Syracuse Nationals,1610612755
1961,Syracuse Nationals,1610612755
1960,Syracuse Nationals,1610612755
1959,Syracuse Nationals,1610612755
1958,Syracuse Nationals,1610612755
1957,Syracuse Nationals,1610612755
1956,Syracuse Nationals,1610612755
1955,Syracuse Nationals,1610612755
1954,Syracuse Nationals,1610612755
1953,Syracuse Nationals,1610612755
1952,Syracuse Nationals,1610612755
1951,Syracuse Nationals,1610612755
1950,Syracuse Nationals,1610612755
1949,Syracuse Nationals,1610612755
2019,Phoenix Suns,1610612756
2018,Phoenix Suns,1610612756
2017,Phoenix Suns,1610612756
2016,Phoenix Suns,1610612756
2015,Phoenix Suns,1610612756
2014,Phoenix Suns,1610612756
2013,Phoenix Suns,1610612756
2012,Phoenix Suns,1610612756
2011,Phoenix Suns,1610612756
2010,Phoenix Suns,1610612756
2009,Phoenix Suns,1610612756
2008,Phoenix Suns,1610612756
2007,Phoenix Suns,1610612756
2006,Phoenix Suns,1610612756
2005,Phoenix Suns,1610612756
2004,Phoenix Suns,1610612756
2003,Phoenix Suns,1610612756
2002,Phoenix Suns,1610612756
2001,Phoenix Suns,1610612756
2000,Phoenix Suns,1610612756
1999,Phoenix Suns,1610612756
1998,Phoenix Suns,1610612756
1997,Phoenix Suns,1610612756
1996,Phoenix Suns,1610612756
1995,Phoenix Suns,1610612756
1994,Phoenix Suns,1610612756
1993,Phoenix Suns,1610612756
1992,Phoenix Suns,1610612756
1991,Phoenix Suns,1610612756
1990,Phoenix Suns,1610612756
1989,Phoenix Suns,1610612756
1988,Phoenix Suns,1610612756
1987,Phoenix Suns,1610612756
1986,Phoenix Suns,1610612756
1985,Phoenix Suns,1610612756
1984,Phoenix Suns,1610612756
1983,Phoenix Suns,1610612756
1982,Phoenix Suns,1610612756
1981,Phoenix Suns,1610612756
1980,Phoenix Suns,1610612756
1979,Phoenix Suns,1610612756
1978,Phoenix Suns,1610612756
1977,Phoenix Suns,1610612756
1976,Phoenix Suns,1610612756
1975,Phoenix Suns,1610612756
1974,Phoenix Suns,1610612756
1973,Phoenix Suns,1610612756
1972,Phoenix Suns,1610612756
1971,Phoenix Suns,1610612756
1970,Phoenix Suns,1610612756
1969,Phoenix Suns,1610612756
1968,Phoenix Suns,1610612756
2019,Portland Trail Blazers,1610612757
2018,Portland Trail Blazers,1610612757
2017,Portland Trail Blazers,1610612757
2016,Portland Trail Blazers,1610612757
2015,Portland Trail Blazers,1610612757
2014,Portland Trail Blazers,1610612757
2013,Portland Trail Blazers,1610612757
2012,Portland Trail Blazers,1610612757
2011,Portland Trail Blazers,1610612757
2010,Portland Trail Blazers,1610612757
2009,Portland Trail Blazers,1610612757
2008,Portland Trail Blazers,1610612757
2007,Portland Trail Blazers,1610612757
2006,Portland Trail Blazers,1610612757
2005,Portland Trail Blazers,1610612757
2004,Portland Trail Blazers,1610612757
2003,Portland Trail Blazers,1610612757
2002,Portland Trail Blazers,1610612757
2001,Portland Trail Blazers,1610612757
2000,Portland Trail Blazers,1610612757
1999,Portland Trail Blazers,1610612757
1998,Portland Trail Blazers,1610612757
1997,Portland Trail Blazers,1610612757
1996,Portland Trail Blazers,1610612757
1995,Portland Trail Blazers,1610612757
1994,Portland Trail Blazers,1610612757
1993,Portland Trail Blazers,1610612757
1992,Portland Trail Blazers,1610612757
1991,Portland Trail Blazers,1610612757
1990,Portland Trail Blazers,1610612757
1989,Portland Trail Blazers,1610612757
1988,Portland Trail Blazers,1610612757
1987,Portland Trail Blazers,1610612757
1986,Portland Trail Blazers,1610612757
1985,Portland Trail Blazers,1610612757
1984,Portland Trail Blazers,1610612757
1983,Portland Trail Blazers,1610612757
1982,Portland Trail Blazers,1610612757
1981,Portland Trail Blazers,1610612757
1980,Portland Trail Blazers,1610612757
1979,Portland Trail Blazers,1610612757
1978,Portland Trail Blazers,1610612757
1977,Portland Trail Blazers,1610612757
1976,Portland Trail Blazers,1610612757
1975,Portland Trail Blazers,1610612757
1974,Portland Trail Blazers,1610612757
1973,Portland Trail Blazers,1610612757
1972,Portland Trail Blazers,1610612757
1971,Portland Trail Blazers,1610612757
1970,Portland Trail Blazers,1610612757
2019,San Antonio Spurs,1610612759
2018,San Antonio Spurs,1610612759
2017,San Antonio Spurs,1610612759
2016,San Antonio Spurs,1610612759
2015,San Antonio Spurs,1610612759
2014,San Antonio Spurs,1610612759
2013,San Antonio Spurs,1610612759
2012,San Antonio Spurs,1610612759
2011,San Antonio Spurs,1610612759
2010,San Antonio Spurs,1610612759
2009,San Antonio Spurs,1610612759
2008,San Antonio Spurs,1610612759
2007,San Antonio Spurs,1610612759
2006,San Antonio Spurs,1610612759
2005,San Antonio Spurs,1610612759
2004,San Antonio Spurs,1610612759
2003,San Antonio Spurs,1610612759
2002,San Antonio Spurs,1610612759
2001,San Antonio Spurs,1610612759
2000,San Antonio Spurs,1610612759
1999,San Antonio Spurs,1610612759
1998,San Antonio Spurs,1610612759
1997,San Antonio Spurs,1610612759
1996,San Antonio Spurs,1610612759
1995,San Antonio Spurs,1610612759
1994,San Antonio Spurs,1610612759
1993,San Antonio Spurs,1610612759
1992,San Antonio Spurs,1610612759
1991,San Antonio Spurs,1610612759
1990,San Antonio Spurs,1610612759
1989,San Antonio Spurs,1610612759
1988,San Antonio Spurs,1610612759
1987,San Antonio Spurs,1610612759
1986,San Antonio Spurs,1610612759
1985,San Antonio Spurs,1610612759
1984,San Antonio Spurs,1610612759
1983,San Antonio Spurs,1610612759
1982,San Antonio Spurs,1610612759
1981,San Antonio Spurs,1610612759
1980,San Antonio Spurs,1610612759
1979,San Antonio Spurs,1610612759
1978,San Antonio Spurs,1610612759
1977,San Antonio Spurs,1610612759
1976,San Antonio Spurs,1610612759
1975,San Antonio Spurs,1610612759
1974,San Antonio Spurs,1610612759
1973,San Antonio Spurs,1610612759
1972,Dallas Chaparrals,1610612759
1971,Dallas Chaparrals,1610612759
1970,Dallas Chaparrals,1610612759
1969,Dallas Chaparrals,1610612759
1968,Dallas Chaparrals,1610612759
1967,Dallas Chaparrals,1610612759
2019,Sacramento Kings,1610612758
2018,Sacramento Kings,1610612758
2017,Sacramento Kings,1610612758
2016,Sacramento Kings,1610612758
2015,Sacramento Kings,1610612758
2014,Sacramento Kings,1610612758
2013,Sacramento Kings,1610612758
2012,Sacramento Kings,1610612758
2011,Sacramento Kings,1610612758
2010,Sacramento Kings,1610612758
2009,Sacramento Kings,1610612758
2008,Sacramento Kings,1610612758
2007,Sacramento Kings,1610612758
2006,Sacramento Kings,1610612758
2005,Sacramento Kings,1610612758
2004,Sacramento Kings,1610612758
2003,Sacramento Kings,1610612758
2002,Sacramento Kings,1610612758
2001,Sacramento Kings,1610612758
2000,Sacramento Kings,1610612758
1999,Sacramento Kings,1610612758
1998,Sacramento Kings,1610612758
1997,Sacramento Kings,1610612758
1996,Sacramento Kings,1610612758
1995,Sacramento Kings,1610612758
1994,Sacramento Kings,1610612758
1993,Sacramento Kings,1610612758
1992,Sacramento Kings,1610612758
1991,Sacramento Kings,1610612758
1990,Sacramento Kings,1610612758
1989,Sacramento Kings,1610612758
1988,Sacramento Kings,1610612758
1987,Sacramento Kings,1610612758
1986,Sacramento Kings,1610612758
1985,Sacramento Kings,1610612758
1984,Kansas City Kings,1610612758
1983,Kansas City Kings,1610612758
1982,Kansas City Kings,1610612758
1981,Kansas City Kings,1610612758
1980,Kansas City Kings,1610612758
1979,Kansas City Kings,1610612758
1978,Kansas City Kings,1610612758
1977,Kansas City Kings,1610612758
1976,Kansas City Kings,1610612758
1975,Kansas City Kings,1610612758
1974,Kansas City-Omaha Kings,1610612758
1973,Kansas City-Omaha Kings,1610612758
1972,Kansas City-Omaha Kings,1610612758
1971,Cincinnati Royals,1610612758
1970,Cincinnati Royals,1610612758
1969,Cincinnati Royals,1610612758
1968,Cincinnati Royals,1610612758
1967,Cincinnati Royals,1610612758
1966,Cincinnati Royals,1610612758
1965,Cincinnati Royals,1610612758
1964,Cincinnati Royals,1610612758
1963,Cincinnati Royals,1610612758
1962,Cincinnati Royals,1610612758
1961,Cincinnati Royals,1610612758
1960,Cincinnati Royals,1610612758
1959,Cincinnati Royals,1610612758
1958,Cincinnati Royals,1610612758
1957,Cincinnati Royals,1610612758
1956,Rochester Royals,1610612758
1955,Rochester Royals,1610612758
1954,Rochester Royals,1610612758
1953,Rochester Royals,1610612758
1952,Rochester Royals,1610612758
1951,Rochester Royals,1610612758
1950,Rochester Royals,1610612758
1949,Rochester Royals,1610612758
1948,Rochester Royals,1610612758
2019,Toronto Raptors,1610612761
2018,Toronto Raptors,1610612761
2017,Toronto Raptors,1610612761
2016,Toronto Raptors,1610612761
2015,Toronto Raptors,1610612761
2014,Toronto Raptors,1610612761
2013,Toronto Raptors,1610612761
2012,Toronto Raptors,1610612761
2011,Toronto Raptors,1610612761
2010,Toronto Raptors,1610612761
2009,Toronto Raptors,1610612761
2008,Toronto Raptors,1610612761
2007,Toronto Raptors,1610612761
2006,Toronto Raptors,1610612761
2005,Toronto Raptors,1610612761
2004,Toronto Raptors,1610612761
2003,Toronto Raptors,1610612761
2002,Toronto Raptors,1610612761
2001,Toronto Raptors,1610612761
2000,Toronto Raptors,1610612761
1999,Toronto Raptors,1610612761
1998,Toronto Raptors,1610612761
1997,Toronto Raptors,1610612761
1996,Toronto Raptors,1610612761
1995,Toronto Raptors,1610612761
2019,Utah Jazz,1610612762
2018,Utah Jazz,1610612762
2017,Utah Jazz,1610612762
2016,Utah Jazz,1610612762
2015,Utah Jazz,1610612762
2014,Utah Jazz,1610612762
2013,Utah Jazz,1610612762
2012,Utah Jazz,1610612762
2011,Utah Jazz,1610612762
2010,Utah Jazz,1610612762
2009,Utah Jazz,1610612762
2008,Utah Jazz,1610612762
2007,Utah Jazz,1610612762
2006,Utah Jazz,1610612762
2005,Utah Jazz,1610612762
2004,Utah Jazz,1610612762
2003,Utah Jazz,1610612762
2002,Utah Jazz,1610612762
2001,Utah Jazz,1610612762
2000,Utah Jazz,1610612762
1999,Utah Jazz,1610612762
1998,Utah Jazz,1610612762
1997,Utah Jazz,1610612762
1996,Utah Jazz,1610612762
1995,Utah Jazz,1610612762
1994,Utah Jazz,1610612762
1993,Utah Jazz,1610612762
1992,Utah Jazz,1610612762
1991,Utah Jazz,1610612762
1990,Utah Jazz,1610612762
1989,Utah Jazz,1610612762
1988,Utah Jazz,1610612762
1987,Utah Jazz,1610612762
1986,Utah Jazz,1610612762
1985,Utah Jazz,1610612762
1984,Utah Jazz,1610612762
1983,Utah Jazz,1610612762
1982,Utah Jazz,1610612762
1981,Utah Jazz,1610612762
1980,Utah Jazz,1610612762
1979,Utah Jazz,1610612762
1978,New Orleans Jazz,1610612762
1977,New Orleans Jazz,1610612762
1976,New Orleans Jazz,1610612762
1975,New Orleans Jazz,1610612762
1974,New Orleans Jazz,1610612762
2019,Washington Wizards,1610612764
2018,Washington Wizards,1610612764
2017,Washington Wizards,1610612764
2016,Washington Wizards,1610612764
2015,Washington Wizards,1610612764
2014,Washington Wizards,1610612764
2013,Washington Wizards,1610612764
2012,Washington Wizards,1610612764
2011,Washington Wizards,1610612764
2010,Washington Wizards,1610612764
2009,Washington Wizards,1610612764
2008,Washington Wizards,1610612764
2007,Washington Wizards,1610612764
2006,Washington Wizards,1610612764
2005,Washington Wizards,1610612764
2004,Washington Wizards,1610612764
2003,Washington Wizards,1610612764
2002,Washington Wizards,1610612764
2001,Washington Wizards,1610612764
2000,Washington Wizards,1610612764
1999,Washington Wizards,1610612764
1998,Washington Wizards,1610612764
1997,Washington Wizards,1610612764
1996,Washington Bullets,1610612764
1995,Washington Bullets,1610612764
1994,Washington Bullets,1610612764
1993,Washington Bullets,1610612764
1992,Washington Bullets,1610612764
1991,Washington Bullets,1610612764
1990,Washington Bullets,1610612764
1989,Washington Bullets,1610612764
1988,Washington Bullets,1610612764
1987,Washington Bullets,1610612764
1986,Washington Bullets,1610612764
1985,Washington Bullets,1610612764
1984,Washington Bullets,1610612764
1983,Washington Bullets,1610612764
1982,Washington Bullets,1610612764
1981,Washington Bullets,1610612764
1980,Washington Bullets,1610612764
1979,Washington Bullets,1610612764
1978,Washington Bullets,1610612764
1977,Washington Bullets,1610612764
1976,Washington Bullets,1610612764
1975,Washington Bullets,1610612764
1974,Washington Bullets,1610612764
1973,Capital Bullets,1610612764
1972,Baltimore Bullets,1610612764
1971,Baltimore Bullets,1610612764
1970,Baltimore Bullets,1610612764
1969,Baltimore Bullets,1610612764
1968,Baltimore Bullets,1610612764
1967,Baltimore Bullets,1610612764
1966,Baltimore Bullets,1610612764
1965,Baltimore Bullets,1610612764
1964,Baltimore Bullets,1610612764
1963,Baltimore Bullets,1610612764
1962,Chicago Zephyrs,1610612764
1961,Chicago Packers,1610612764
